# Minimum and maximum values of carbon release and melt flux.
# 1: Time (Myr)
# 2: MIN Carbon flux (mol/yr)
# 3: MAX Carbon Flux (mol/yr)
# 4: MIN Melt flux (km3/yr)
# 5: MAX Melt flux (km3/yr)
6.700000e+00	8.141459e+10	5.817977e+11	2.439487e-01	2.013538e+00
6.800000e+00	8.233431e+10	5.485143e+11	2.402031e-01	2.016930e+00
6.900000e+00	8.146979e+10	5.239289e+11	2.370179e-01	2.043833e+00
7.000000e+00	7.993361e+10	5.097112e+11	2.339372e-01	2.054871e+00
7.100000e+00	7.950313e+10	5.173097e+11	2.311831e-01	2.056313e+00
7.200000e+00	8.055182e+10	5.192993e+11	2.284555e-01	2.072134e+00
7.300000e+00	7.976066e+10	5.199991e+11	2.260877e-01	2.092716e+00
7.400000e+00	7.960638e+10	5.054848e+11	2.235933e-01	2.111202e+00
7.500000e+00	7.962821e+10	4.950650e+11	2.211285e-01	2.116656e+00
7.600000e+00	7.909202e+10	4.917050e+11	2.180562e-01	2.130410e+00
7.700000e+00	7.964645e+10	4.828347e+11	2.154117e-01	2.140758e+00
7.800000e+00	7.975294e+10	4.499042e+11	2.129703e-01	2.173485e+00
7.900000e+00	7.982733e+10	4.461608e+11	2.107788e-01	2.163327e+00
8.000000e+00	8.076850e+10	4.323259e+11	2.082382e-01	2.175653e+00
8.100000e+00	7.982934e+10	4.323373e+11	2.052406e-01	2.170929e+00
8.200000e+00	7.867932e+10	4.212499e+11	2.028536e-01	2.180116e+00
8.300000e+00	7.860164e+10	4.110164e+11	1.994763e-01	2.168961e+00
8.400000e+00	7.834527e+10	4.153208e+11	1.969163e-01	2.175826e+00
8.500000e+00	8.053842e+10	4.018456e+11	1.947225e-01	2.170101e+00
8.600000e+00	7.917859e+10	4.009749e+11	1.923784e-01	2.158542e+00
8.700000e+00	8.070165e+10	3.915105e+11	1.907802e-01	2.153824e+00
8.800000e+00	7.985051e+10	3.844028e+11	1.889137e-01	2.144788e+00
8.900000e+00	7.925782e+10	3.824603e+11	1.867527e-01	2.132079e+00
9.000000e+00	7.946444e+10	3.810779e+11	1.851447e-01	2.123381e+00
9.100000e+00	7.967002e+10	3.942572e+11	1.832295e-01	2.115725e+00
9.200000e+00	7.755317e+10	3.744968e+11	1.819268e-01	2.116823e+00
9.300000e+00	7.722306e+10	3.797978e+11	1.784297e-01	2.099641e+00
9.400000e+00	8.044667e+10	3.779345e+11	1.769636e-01	2.077206e+00
9.500000e+00	8.033009e+10	3.796218e+11	1.757521e-01	2.084021e+00
9.600000e+00	7.807937e+10	3.753770e+11	1.745352e-01	2.061613e+00
9.700000e+00	7.986132e+10	3.786932e+11	1.738404e-01	2.039278e+00
9.800000e+00	7.834897e+10	3.829580e+11	1.713290e-01	2.022791e+00
9.900000e+00	7.929656e+10	3.859084e+11	1.696801e-01	2.012605e+00
